relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
35722961@9_11-35722961@9_4,35722961@9,Xianzi of Han-Masui,,0.398,"{In,the,Battle,of,Masui,-LRB-,"","",578,BC,-RRB-,"","",Xianzi,commanded,the,Jin,left,wing,.}",4,1,11,1,1,"{people_between_bucket=0,NGRAM_1_[bc],""BETW_L_[prep_of prep_in nsubj]"",NGRAM_1_[578],""BETW_D_[prep_of battle prep_in command nsubj]"",""BETW_[prep_of battle prep_in command nsubj]""}","{-0.729378,0.183468,0.0915047,-0.00269732,-0.00269732,-0.00269732}"
6917004@1_10-6917004@1_14,6917004@1,Juan José Pérez Hernández-Joan Per,,0.86,"{Juan,Jos,P,rez,Hern,ndez,Juan,Jos,P,rez,Hern,ndez,-LRB-,born,Joan,Per,s,ca.,1725,November,3,"","",1775,-RRB-,"","",often,simply,Juan,P,rez,"","",was,an,18th-century,Spanish,explorer,.}",14,2,10,1,1,"{INV_NGRAM_1_[bear],INV_NGRAM_1_[ndez],""INV_BETW_L_[null null nsubj nn]"",""INV_WORD_SEQ_[ndez -LRB- born]""}","{2.23147,-0.575563,0.158335,-0.00389812}"
21491340@38_8-21491340@38_12,21491340@38,Olivia Wilde-Chris Pine,,0.34,"{In,January,2011,"","",it,was,announced,that,Wilde,was,cast,alongside,Chris,Pine,in,the,film,``,People,Like,Us,'',"","",released,in,June,2012,.}",12,2,8,1,1,"{INV_NGRAM_1_[alongside],INV_NGRAM_1_[cast],""INV_BETW_L_[prep_alongside nsubjpass]"",""INV_NGRAM_2_[cast alongside]"",""INV_BETW_D_[prep_alongside cast nsubjpass]"",""INV_BETW_[prep_alongside cast nsubjpass]""}","{-0.271565,-0.219376,0.02643,-0.00285268,-0.00285268,-0.00285268}"
1567027@70_16-1567027@70_37,1567027@70,Cliff Lee-Lou Marson,,0.326,"{On,July,29,-LRB-,just,before,the,July,31,trading,deadline,-RRB-,"","",the,Indians,traded,Lee,-LRB-,along,with,outfielder,Ben,Francisco,-RRB-,to,the,Philadelphia,Phillies,in,exchange,for,Carlos,Carrasco,"","",Jason,Donald,"","",Lou,Marson,"","",and,Jason,Knapp,.}",37,2,16,1,1,"{INV_NGRAM_1_[exchange],INV_NGRAM_1_[along],INV_NGRAM_1_[outfielder],""INV_BETW_L_[appos conj_and prep_for prep_in dobj]""}","{-0.266684,-0.224122,-0.147812,-0.0120374}"
6831394@30_25-6831394@30_11,6831394@30,Conrad Kennedy III-Gowen,,0.228,"{In,the,second,episode,"","",Human,Tornado,"","",former,partner,of,Gowen,in,The,Pimp,and,Gimp,Connection,"","",saw,heel,manager,Scott,D'Amore,leaving,Kennedy,'s,dressing,room,and,grew,suspicious,.}",11,1,25,1,1,"{people_between_bucket=2,NGRAM_1_[leave],NGRAM_1_[see],NGRAM_1_[manager],NGRAM_1_[heel],NGRAM_1_[connection]}","{-1.00443,-0.104849,0.0988063,-0.0720905,-0.0290585,0.0237836}"
3199528@108_21-3199528@108_34,3199528@108,Harry Pearce-Elena Gavrik,,0.116,"{In,Episode,4,"","",after,suspecting,Jim,Coaver,may,be,behind,the,recent,attacks,in,both,MI5,and,Ilya,Gavrik,"","",Harry,attempts,to,gain,evidence,against,him,with,Ruth,'s,help,by,using,Elena,Gavrik,as,bait,to,draw,him,out,.}",34,2,21,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[help],INV_NGRAM_1_[use],INV_NGRAM_1_[attempt],INV_NGRAM_1_[gain],INV_NGRAM_1_[evidence]}","{-1.17199,-0.45307,-0.397509,-0.126071,-0.0851376,-0.0213111}"
1718118@7_0-1718118@7_18,1718118@7,Vincent Wilkie-Sven Mikolajewicz,,0.198,"{Wilkie,'s,biggest,hit,was,``,Hinter,Diesen,Mauern,'',in,1999,"","",a,collaboration,with,ex-Fischmob,rapper,Sven,Mikolajewicz,as,``,Sven,Franzisko,'',.}",18,2,0,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[hit],INV_NGRAM_1_[rapper],INV_NGRAM_1_[collaboration],""INV_NGRAM_2_[biggest hit]"",INV_NGRAM_1_[biggest]}","{-1.17199,-0.110945,-0.0468844,-0.0421911,-0.0112945,-0.00870537}"
3477457@4_0-3477457@4_31,3477457@4,Glenn Horiuchi-Mark Izu,,0.396,"{Horiuchi,performed,with,Joseph,Jarman,"","",Wadada,Leo,Smith,"","",George,Lewis,"","",John,Tchicai,"","",Art,Davis,"","",Francis,Wong,"","",Miya,Masaoka,"","",Tatsu,Aoki,"","",William,Roper,"","",Mark,Izu,"","",and,San,Jose,Taiko,.}",31,2,0,1,1,"{INV_NGRAM_1_[perform],""INV_BETW_L_[conj_and appos appos appos appos dep nsubj]""}","{-0.321029,-0.0845445}"
12028011@11_2-12028011@11_29,12028011@11,Willie Jeffries-Dextor Clinkscale,,0.156,"{Players,that,Jeffries,coached,at,SCSU,include,Pro,Football,Hall,of,Famers,Harry,Carson,and,Donnie,Shell,as,well,as,Robert,Porcher,"","",Orlando,Brown,"","",Chartric,Darby,"","",Dextor,Clinkscale,"","",David,Norman,"","",and,Anthony,Cook,.}",29,2,2,1,1,"{INV_NGRAM_1_[include],INV_NGRAM_1_[well],INV_NGRAM_1_[coach],INV_NGRAM_1_[football],INV_NGRAM_1_[hall],""INV_NGRAM_2_[pro football]""}","{-0.906718,-0.358355,-0.293996,-0.191231,0.029278,0.0109867}"
1300953@113_6-1300953@113_2,1300953@113,"Eric Drummond, 16th Earl of Perth-Michael E. Chapman",,0.31,"{According,to,Michael,E.,Chapman,"","",Drummond,s,initial,response,was,not,that,of,an,imperialistic,Western,leader,"","",but,that,of,a,bureaucrat,.}",2,3,6,1,1,"{people_between_bucket=0,""BETW_L_[pobj nsubj]"",""BETW_[pobj s nsubj]"",""BETW_D_[pobj s nsubj]""}","{-0.729378,-0.106739,0.0092837,0.0092837}"
9890109@9_1-9890109@9_19,9890109@9,John Giannini-Kenny Battle,,0.052,"{In,Giannini,'s,final,season,on,Henson,'s,staff,"","",the,Fighting,Illini,"","",lead,by,Kendall,Gill,"","",Kenny,Battle,"","",Stephen,Bardo,"","",Tyler,Cottingham,"","",Lowell,Hamilton,and,Marcus,Liberty,"","",made,the,Final,Four,.}",19,2,1,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[lead],INV_NGRAM_1_[final],INV_NGRAM_1_[staff],INV_NGRAM_1_[season],INV_NGRAM_1_[fighting]}","{-1.17199,-0.589478,-0.507113,-0.27559,-0.251025,-0.0797658}"
400247@862_0-400247@862_20,400247@862,Wyatt Earp-Wyatt Earp,f,0.22,"{Earp,has,been,depicted,dozens,of,times,in,film,and,television,"","",but,this,was,the,first,movie,that,depicted,Wyatt,Earp,"","",and,the,only,movie,that,included,his,character,before,he,died,in,1929,.}",20,2,0,1,1,"{INV_NGRAM_1_[first],INV_NGRAM_1_[time],INV_NGRAM_1_[television],INV_NGRAM_1_[movie],INV_NGRAM_1_[film],INV_NGRAM_1_[depict]}","{-0.344585,-0.319971,-0.244525,-0.193594,-0.149364,-0.057968}"
32225590@22_17-32225590@22_0,32225590@22,Mietek Pemper-Itzhak Stern,,0.246,"{Itzhak,Stern,"","",an,accountant,and,Pemper,'s,closest,friend,in,G,th,'s,office,"","",persuaded,Pemper,that,Schindler,could,be,trusted,.}",0,2,17,1,1,"{people_between_bucket=1,NGRAM_1_['s],""BETW_L_[nsubj dobj]"",NGRAM_1_[friend],NGRAM_1_[office],""NGRAM_3_['s closest friend]""}","{-0.814187,-0.57959,0.459084,-0.367072,-0.300935,0.151228}"
1940809@4_0-1940809@4_30,1940809@4,Draga Mašin-Pantelija Mili evi Lunjevica,,0.976,"{Draga,-LRB-,meaning,``,Dear,'',or,``,Precious,'',in,English,"","",-LCB-,cognate,with,the,word,``,dear,'',through,Indo-European,-RCB-,-RRB-,was,the,fourth,daughter,of,Pantelija,Mili,evi,Lunjevica,"","",a,prefect,of,the,Aran,elovac,area,"","",and,wife,An,elija,Koljevi,.}",30,4,0,1,1,"{INV_NGRAM_1_[daughter],""INV_BETW_D_[prep_of daughter nsubj]"",""INV_BETW_[prep_of daughter nsubj]"",INV_NGRAM_1_[fourth],INV_NGRAM_1_[word],""INV_BETW_L_[prep_of nsubj]""}","{1.52214,0.883503,0.883503,0.237564,0.216666,0.0160227}"
34972117@10_7-34972117@10_18,34972117@10,Yaacov Pat-David Adom,,0.352,"{With,the,help,of,Rose,Vitales,"","",Pat,also,pushed,for,the,establishment,of,a,branch,of,Magen,David,Adom,in,Jerusalem,"","",which,existed,at,the,time,only,in,Haifa,.}",18,2,7,1,1,"{INV_NGRAM_1_[also],INV_NGRAM_1_[branch],INV_NGRAM_1_[push],""INV_BETW_D_[prep_of branch prep_of establishment prep_for push nsubj]"",""INV_BETW_[prep_of branch prep_of establishment prep_for push nsubj]"",""INV_BETW_L_[prep_of prep_of prep_for nsubj]""}","{-0.687095,0.0658182,-0.0361763,-0.00607704,-0.00607704,-0.00607704}"
189286@19_0-189286@19_12,189286@19,Dav Pilkey-Sue Denim,,0.566,"{Pilkey,authored,the,``,Dumb,Bunnies,'',books,under,the,pseudonym,"","",Sue,Denim,.}",12,2,0,1,1,"{INV_NGRAM_1_[book],""INV_BETW_L_[dobj dep nsubj]"",INV_NGRAM_1_[author],INV_NGRAM_1_[pseudonym],""INV_BETW_[dobj sue dep author nsubj]"",""INV_BETW_D_[dobj sue dep author nsubj]""}","{0.266472,-0.244311,0.0433825,0.0368845,-0.000111553,-0.000111553}"
2443596@53_0-2443596@53_2,2443596@53,Paul Dooley-Edgar Buchanan Wilson,,0.336,"{Dooley,was,Edgar,Buchanan,Wilson,"","",the,not-richest,man,in,town,"","",named,after,1940s,actor,Edgar,Buchanan,-LRB-,Uncle,Joe,on,``,Petticoat,Junction,'',-RRB-,.}",2,3,0,1,1,"{INV_BETW_[nsubj],INV_BETW_D_[nsubj],INV_BETW_L_[nsubj]}","{-0.220331,-0.220331,-0.220331}"
16218@240_7-16218@240_0,16218@240,Jeffrey Dahmer-Bradehoft,,0.316,"{Bradehoft,was,strangled,and,left,lying,on,Dahmer,'s,bed,"","",covered,with,a,sheet,"","",for,two,days,.}",0,1,7,1,1,"{people_between_bucket=0,NGRAM_1_[leave],NGRAM_1_[strangle],""BETW_[nsubjpass strangle conj_and leave xcomp lie prep_on bed poss]"",""BETW_L_[nsubjpass conj_and xcomp prep_on poss]"",""BETW_D_[nsubjpass strangle conj_and leave xcomp lie prep_on bed poss]""}","{-0.729378,-0.104849,0.0218985,0.0178999,0.0178999,0.0178999}"
2380535@59_2-2380535@59_0,2380535@59,Kris Brown-Bush,,0.528,"{Bush,honored,Brown,and,Texas,Children,'s,Hospital,for,their,charity,efforts,.}",0,1,2,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",WORD_SEQ_[honored],""BETW_D_[nsubj honor dobj]"",""BETW_[nsubj honor dobj]"",NGRAM_1_[honor]}","{-0.729378,0.459084,0.11003,0.11003,0.11003,0.0155881}"
163257@26_12-163257@26_7,163257@26,Teófilo Stevenson-Ludwik Denderys,,0.244,"{His,opening,bout,against,experienced,Polish,fighter,Ludwik,Denderys,began,dramatically,when,Stevenson,knocked,the,other,man,down,within,thirty,seconds,of,the,opening,bell,.}",7,2,12,1,1,"{people_between_bucket=0,NGRAM_1_[begin],""BETW_L_[prep_against nsubj advcl nsubj]"",NGRAM_1_[dramatically],""NGRAM_2_[begin dramatically]"",""BETW_[prep_against bout nsubj begin advcl knock nsubj]""}","{-0.729378,-0.29503,-0.0586179,0.0034255,0.0014594,0.0014594}"
2094089@22_3-2094089@22_8,2094089@22,Benjamin Brafman-Dominique Strauss-Kahn,,0.236,"{In,2011,"","",Brafman,represented,former,IMF,head,Dominique,Strauss-Kahn,in,a,sexual,assault,case,involving,a,member,of,the,housekeeping,staff,of,an,upscale,New,York,City,hotel,.}",8,2,3,1,1,"{""INV_BETW_L_[dobj nsubj]"",INV_NGRAM_1_[represent],INV_NGRAM_1_[former],INV_NGRAM_1_[head],""INV_BETW_D_[dobj represent nsubj]"",""INV_BETW_[dobj represent nsubj]""}","{-0.973964,-0.309749,0.297861,-0.144149,0.00551594,0.00551594}"
2053939@43_0-2053939@43_3,2053939@43,Milo Hamilton-Caray,,0.212,"{Hamilton,has,blamed,Caray,for,the,firing,.}",3,1,0,1,1,"{""INV_BETW_L_[dobj nsubj]"",INV_NGRAM_1_[blame],""INV_BETW_[dobj blame nsubj]"",""INV_BETW_D_[dobj blame nsubj]""}","{-0.973964,-0.209521,-0.00921632,-0.00921632}"
51097@33_9-51097@33_5,51097@33,Kurt Weill-Jolles,,0.396,"{Arrau,"","",Abravenel,"","",and,Jolles,remained,members,of,Weill,'s,circle,of,friends,thereafter,"","",and,Jolles,'s,sole,surviving,composition,predating,the,rise,of,the,Nazi,regime,in,1933,is,a,fragment,of,a,work,for,four,pianos,he,and,Weill,wrote,jointly,.}",5,1,9,1,1,"{people_between_bucket=0,NGRAM_1_[member],NGRAM_1_[remain],""NGRAM_2_[remain member]"",""BETW_L_[conj_and nsubj ccomp nsubj prep_of poss]""}","{-0.729378,0.376493,-0.112914,0.00186866,0.00186866}"
8415949@3_11-8415949@3_6,8415949@3,Emma Howson-Emma Albertazzi,,0.182,"{Howson,"","",the,niece,of,diva,Emma,Albertazzi,-LRB-,also,born,Emma,Howson,-RRB-,"","",was,born,in,Hobart,Town,"","",Tasmania,"","",and,performed,as,a,child,in,concerts,with,her,father,"","",Frank,-LRB-,a,baritone,and,conductor,-RRB-,and,her,brothers,.}",6,2,11,2,2,"{people_between_bucket=0,NGRAM_1_[also],NGRAM_1_[bear],""NGRAM_2_[also bear]"",""BETW_[prep_of niece dep bear dobj]"",""BETW_D_[prep_of niece dep bear dobj]""}","{-0.729378,-0.518107,-0.379212,0.132409,0.00391037,0.00391037}"
3737102@40_9-3737102@40_7,3737102@40,Royce Hart-Carlton,,0.292,"{However,"","",in,the,semi,final,against,Carlton,"","",Hart,led,the,way,with,a,best,afield,performance,and,booted,six,goals,.}",7,1,9,1,1,"{people_between_bucket=0,""BETW_D_[prep_against final amod semus prep_in lead nsubj]"",""BETW_L_[prep_against amod prep_in nsubj]"",""BETW_[prep_against final amod semus prep_in lead nsubj]""}","{-0.729378,-0.00356867,-0.00356867,-0.00356867}"
41089318@1_8-41089318@1_3,41089318@1,Abu'l Abbas al-Hijazi-Abbas al-Hijazi Abu,,0.16,"{Abu,',l,Abbas,al-Hijazi,Abu,',l,Abbas,al-Hijazi,"","",was,a,12th-century,Arab,Muslim,traveler,"","",merchant,and,sailor,and,is,known,to,have,spent,forty,years,in,China,.}",3,3,8,2,2,"{people_between_bucket=0,NGRAM_1_[l],BETW_D_[poss],BETW_[poss],BETW_L_[poss]}","{-0.729378,-0.372727,-0.108249,-0.108249,-0.108249}"
25711760@20_4-25711760@20_15,25711760@20,Tormod MacLeod-Leod,t,0.286,"{The,manuscript,relates,that,Leod,was,said,to,have,followed,Bruce,to,Ireland,"","",where,Leod,was,killed,without,an,heir,;,and,that,Godfrey,was,a,monk,and,died,abroad,.}",15,1,4,1,1,"{INV_NGRAM_1_[say],INV_NGRAM_1_[follow],""INV_BETW_L_[nsubjpass rcmod prep_to xcomp nsubjpass]""}","{-0.61503,-0.369143,0.00203595}"
18322020@14_0-18322020@14_16,18322020@14,Chiaffredo-Saluzzo,,0.31,"{Chiaffredo,s,relics,were,translated,to,Revello,in,1593,"","",and,thence,to,the,cathedral,of,Saluzzo,in,1642,.}",16,1,0,1,1,"{INV_NGRAM_1_[s],""INV_BETW_L_[prep_of pobj conj_and nsubj]"",INV_NGRAM_1_[1593],INV_NGRAM_1_[translate],INV_NGRAM_1_[relic],""INV_NGRAM_2_[s relic]""}","{-0.845661,-0.0620303,0.0156662,0.0120968,-0.00296326,0.00265352}"
16841957@8_3-16841957@8_9,16841957@8,Eric McManus-Fox,,0.122,"{In,1981,82,McManus,played,in,four,matches,when,Fox,was,unavailable,.}",9,1,3,1,1,"{INV_NGRAM_1_[play],INV_NGRAM_1_[match],INV_NGRAM_1_[four],""INV_BETW_L_[nsubj advcl nsubj]"",""INV_NGRAM_2_[four match]"",""INV_BETW_D_[nsubj unavailable advcl play nsubj]""}","{-0.915355,-0.492593,-0.394648,0.0632213,0.00197519,-5.22202e-05}"
3567011@7_3-3567011@7_10,3567011@7,Raja Anwar-Murtaza Bhutto,,0.35,"{In,Kabul,"","",Anwar,joined,Bhutto,'s,elder,son,"","",Murtaza,Bhutto,"","",and,formed,Al-Zulfiqar,"","",a,leftist,insurgency,committed,to,toppling,the,Zia,dictatorship,.}",10,2,3,1,1,"{INV_NGRAM_1_[son],INV_NGRAM_1_['s],INV_NGRAM_1_[elder],""INV_BETW_L_[appos dobj nsubj]"",INV_NGRAM_1_[join],""INV_NGRAM_2_['s elder]""}","{1.76438,-1.17199,-0.507871,-0.34271,-0.233998,-0.217363}"
16011637@55_0-16011637@55_3,16011637@55,Anthony Capo-Remy,,0.374,"{Capo,objected,and,Remy,cursed,at,him,.}",3,1,0,1,1,"{""INV_BETW_L_[nsubj conj_and nsubj]"",INV_NGRAM_1_[object],""INV_BETW_[nsubj curse conj_and object nsubj]"",""INV_BETW_D_[nsubj curse conj_and object nsubj]""}","{-0.478085,-0.0246585,-0.00578537,-0.00578537}"
1919200@35_0-1919200@35_5,1919200@35,Michelle Alexander-Sandra Alexander,t,0.966,"{Alexander,is,a,daughter,of,Sandra,Alexander,"","",formerly,of,Ashland,"","",Oregon,"","",and,the,late,John,Alexander,"","",originally,from,Evanston,"","",Illinois,.}",5,2,0,1,1,"{INV_NGRAM_1_[daughter],""INV_BETW_[prep_of daughter nsubj]"",""INV_BETW_D_[prep_of daughter nsubj]"",""INV_BETW_L_[prep_of nsubj]""}","{1.52214,0.883503,0.883503,0.0160227}"
42536551@2_10-42536551@2_7,42536551@2,Gregory White Smith-Steven Naifeh,,0.334,"{In,addition,to,writing,18,books,with,Steven,Naifeh,"","",Smith,was,an,accomplished,musician,"","",historic,preservationist,"","",art,collector,"","",philanthropist,"","",attorney,"","",and,businessman,who,founded,several,companies,including,Best,Lawyers,that,spawned,an,entire,industry,of,professional,rankings,.}",7,2,10,1,1,"{people_between_bucket=0,""BETW_L_[prep_with prepc_in_addition_to nsubj]"",""BETW_D_[prep_with write prepc_in_addition_to musician nsubj]"",""BETW_[prep_with write prepc_in_addition_to musician nsubj]""}","{-0.729378,0.0142621,0.0142621,0.0142621}"
37861574@116_3-37861574@116_21,37861574@116,Carl Breer-Chrysler,,0.514,"{In,1923,when,Breer,was,on,vacation,with,the,family,in,California,when,Zeder,and,Skelton,had,a,meeting,with,Mr.,Chrysler,in,New,York,about,the,possibility,of,installing,their,engine,in,a,new,car,and,calling,it,a,``,Chrysler,'',.}",21,1,3,1,1,"{INV_NGRAM_1_[family],INV_NGRAM_1_[meeting],INV_NGRAM_1_[vacation],""INV_BETW_L_[prep_with dobj rcmod prep_with nsubj]""}","{0.174575,-0.167404,-0.0958436,-0.00104651}"
24331966@1_0-24331966@1_4,24331966@1,Dorothy Maijor-Dorothea Cromwell,,0.426,"{Dorothy,Maijor,Dorothy,or,Dorothea,Cromwell,-LRB-,c.,1620,-,5,January,1675,-RRB-,was,the,wife,of,the,second,Lord,Protector,"","",Richard,Cromwell,who,succeeded,to,the,post,following,the,death,of,his,father,"","",Oliver,Cromwell,in,1659,.}",4,2,0,1,1,"{""INV_BETW_L_[conj_or nn]""}",{-0.339448}
24353727@1_6-24353727@1_41,24353727@1,Duchess Marie of Württemberg-Antoinette,,0.7,"{Duchess,Marie,of,W,rttemberg,Duchess,Marie,of,W,rttemberg,-LRB-,full,name,:,Antoinette,Friederike,Auguste,Marie,Anna,Herzogin,von,W,rttemberg,;,17,September,1799,24,September,1860,-RRB-,was,a,daughter,of,Duke,Alexander,of,W,rttemberg,and,Antoinette,of,Saxe-Coburg-Saalfeld,.}",41,1,6,1,1,"{INV_NGRAM_1_[daughter],INV_NGRAM_1_[name],INV_NGRAM_1_[24],INV_NGRAM_1_[17],INV_NGRAM_1_[von],INV_NGRAM_1_[full]}","{1.52214,-0.73639,0.243193,0.202396,-0.139029,-0.0865102}"
1911684@12_11-1911684@12_16,1911684@12,Debbie Matenopoulos-Walters,,0.326,"{In,1997,"","",after,a,chance,meeting,with,Barbara,Walters,"","",Matenopoulos,became,a,co-host,on,Walters,'s,new,talk,show,"","",``,The,View,'',.}",16,1,11,1,1,"{INV_NGRAM_1_[become],INV_NGRAM_1_[co-host],""INV_BETW_L_[poss prep_on xcomp nsubj]""}","{-0.543658,-0.149665,0.00291762}"
29016074@97_10-29016074@97_0,29016074@97,Suicide of Tyler Clementi-Eric Marcus,,0.326,"{Eric,Marcus,has,compared,his,own,father,'s,suicide,with,Clementi,'s,"","",and,said,that,it,will,not,be,possible,to,know,the,real,reasons,for,Clementi,'s,suicide,.}",0,2,10,1,1,"{people_between_bucket=0,NGRAM_1_['s],""NGRAM_2_[father 's]"",""BETW_L_[nsubj prep_with]"",NGRAM_1_[suicide],NGRAM_1_[compare]}","{-0.729378,-0.57959,0.352361,0.214068,0.139048,-0.00665814}"
912033@41_36-912033@41_46,912033@41,Ted Honderich-Anthony Freeman,,0.218,"{The,theory,is,expounded,in,``,On,Consciousness,'',and,has,been,defended,against,11,philosophers,in,an,issue,of,``,The,Journal,of,Consciousness,Studies,'',"","",republished,as,the,book,``,Radical,Externalism,:,Honderich,'s,Theory,of,Consciousness,Discussed,'',"","",edited,by,Anthony,Freeman,.}",46,2,36,1,1,"{INV_NGRAM_1_['s],""INV_BETW_L_[agent vmod poss]"",INV_NGRAM_1_[discuss],INV_NGRAM_1_[consciousness],INV_NGRAM_1_[edit],""INV_NGRAM_2_[consciousness discuss]""}","{-1.17199,0.0865263,-0.0847459,-0.0576032,0.0414634,0.00885968}"
2072796@36_24-2072796@36_27,2072796@36,Dally Messenger-Annie,,0.892,"{It,was,said,"","",and,believed,as,Messenger,family,folklore,for,years,"","",that,the,signing,of,Messenger,to,rugby,league,was,negotiated,with,Dally,'s,mother,Annie,"","",and,the,promised,amount,for,playing,"","",at,first,"","",in,three,All,Golds,',games,"","",was,50,pounds,.}",27,1,24,1,1,"{INV_NGRAM_1_[mother],INV_NGRAM_1_['s],""INV_NGRAM_2_['s mother]"",""INV_WORD_SEQ_['s mother]"",INV_BETW_[poss],INV_BETW_L_[poss]}","{2.0702,-1.17199,0.396886,0.3834,0.0588572,0.0585275}"
2775115@8_0-2775115@8_8,2775115@8,Miranda Cooper-Alesha Dixon,,0.404,"{Cooper,has,written,for,successful,artists,such,as,Alesha,Dixon,"","",Gabriella,Cilmi,"","",and,Kylie,Minogue,.}",8,2,0,1,1,"{INV_NGRAM_1_[write],INV_NGRAM_1_[artist],INV_NGRAM_1_[successful],""INV_NGRAM_2_[successful artist]"",""INV_BETW_L_[prep_such_as prep_for nsubj]"",""INV_BETW_[prep_such_as artist prep_for write nsubj]""}","{-0.520573,0.209431,-0.0424068,0.0095051,0.0058964,-0.00458711}"
42238@2_7-42238@2_18,42238@2,Gillian Anderson-Dana Scully,,0.266,"{After,beginning,her,career,in,theatre,"","",Anderson,achieved,international,recognition,for,her,role,as,FBI,Special,Agent,Dana,Scully,on,the,American,sci-fi,horror,drama,television,series,``,The,X-Files,'',for,nine,seasons,-LRB-,1993,2002,-RRB-,.}",18,2,7,1,1,"{INV_NGRAM_1_[role],INV_NGRAM_1_[special],INV_NGRAM_1_[recognition],INV_NGRAM_1_[international],INV_NGRAM_1_[achieve],""INV_NGRAM_2_[achieve international]""}","{-0.678928,-0.36977,0.155913,-0.131269,0.0740647,0.00880994}"
18102597@20_0-18102597@20_13,18102597@20,Tom Brandstater-Pat Hill,,0.134,"{Brandstater,did,not,play,in,any,games,during,the,season,"","",as,coach,Pat,Hill,elected,to,keep,him,on,the,bench,so,that,2004,did,not,count,as,one,of,his,four,years,of,eligibility,.}",13,2,0,1,1,"{INV_NGRAM_1_[play],INV_NGRAM_1_[game],INV_NGRAM_1_[coach],INV_NGRAM_1_[season],""INV_BETW_L_[nsubj advcl nsubj]"",""INV_BETW_D_[nsubj elect advcl play nsubj]""}","{-0.915355,-0.510762,-0.293996,-0.251025,0.0632213,0.00212227}"
20186172@12_27-20186172@12_7,20186172@12,Louis Semple Clarke-David McCullough,,0.092,"{Additionally,"","",the,film,was,narrated,by,David,McCullough,who,had,also,written,a,book,the,Johnstown,Flood,in,1968,with,various,pictures,including,a,picture,of,Louis,.}",7,2,27,1,1,"{people_between_bucket=0,NGRAM_1_[write],NGRAM_1_[also],NGRAM_1_[book],NGRAM_1_[various],""NGRAM_2_[also write]""}","{-0.729378,-0.578965,-0.518107,-0.372259,-0.206009,-0.0799503}"
18633@12_0-18633@12_3,18633@12,Lorenzo de' Medici-Lucrezia Tornabuoni,t,0.866,"{Lorenzo,'s,mother,Lucrezia,Tornabuoni,was,a,poet,and,writer,of,sonnets,and,a,friend,to,poets,and,philosophers,of,the,Medici,Academy,.}",3,2,0,1,1,"{INV_NGRAM_1_[mother],INV_NGRAM_1_['s],""INV_NGRAM_2_['s mother]"",""INV_WORD_SEQ_['s mother]"",INV_BETW_[poss],INV_BETW_L_[poss]}","{2.0702,-1.17199,0.396886,0.3834,0.0588572,0.0585275}"
36206931@6_29-36206931@6_14,36206931@6,Kálmán Mihalik-Kolozsv,,0.268,"{In,the,final,period,of,the,war,"","",after,the,Romanian,forces,took,over,Kolozsv,r,"","",the,university,moved,first,to,Budapest,and,later,to,Szeged,"","",where,Mihalik,followed,them,.}",14,1,29,1,1,"{people_between_bucket=0,NGRAM_1_[r],NGRAM_1_[later],NGRAM_1_[move],NGRAM_1_[first],NGRAM_1_[university]}","{-0.729378,-0.348078,-0.305326,0.283049,0.0762627,-0.0379389}"
6237979@7_0-6237979@7_20,6237979@7,Mike Viola-Tom Hanks,,0.088,"{Viola,simultaneously,began,a,career,in,film,work,as,the,co-producer,and,lead,singer,of,the,Oscar-nominated,title,track,from,Tom,Hanks,'s,``,That,Thing,You,Do,!,''}",20,2,0,1,1,"{INV_NGRAM_1_[lead],INV_NGRAM_1_[work],INV_NGRAM_1_[title],INV_NGRAM_1_[career],INV_NGRAM_1_[begin],INV_NGRAM_1_[track]}","{-0.589478,-0.544445,-0.366825,-0.240424,-0.233517,-0.169155}"
1075911@32_1-1075911@32_34,1075911@32,Maurice Williamson-Gawker,,0.058,"{With,Williamson,'s,sarcastic,and,honest,approach,"","",the,speech,was,viewed,hundreds,of,thousands,of,times,over,the,next,few,days,"","",and,featured,on,high-profile,news,sites,like,The,Huffington,Post,and,Gawker,.}",34,1,1,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[feature],INV_NGRAM_1_[day],INV_NGRAM_1_[time],INV_NGRAM_1_[like],INV_NGRAM_1_[view]}","{-1.17199,-0.373184,-0.338357,-0.319971,-0.219054,-0.187715}"
